name,0.004
id,0.037000000000000005
name,0.002
name,0.002
name,0.002
name,0.008
name,0.004
name,0.001
name,0.003
name,0.003
name,0.002
name,0.016
name,0.035
name,0.027
id,0.003
name,0.004
name,0.002
name,0.002
name,0.003
name,0.044
name,0.007
name,0.003
name,0.002
id,0.001
name,0.026
name,0.018
name,0.002
id,0.002
name,0.002
name,0.002
name,0.005
name,0.002
name,0.005
name,0.016
name,0.002
name,0.004
id,0.003
name,0.002
id,0.001
name,0.004
name,0.004
name,0.004
id,0.001
name,0.003
id,0.003
id,0.003
id,0.003
name,0.003
name,0.007
name,0.006
id,0.003
name,0.01
id,0.001
id,0.001
id,0.001
id,0.003
name,0.011
name,0.012
name,0.008
id,0.002
name,0.002
id,0.002
name,0.002
id,0.002
name,0.002
name,0.002
name,0.003
name,0.017
id,0.002
name,0.005
name,0.003
name,0.005
id,0.002
name,0.002
id,0.003
name,0.006
id,0.001
name,0.002
name,0.009
name,0.002
id,0.003
name,0.003
name,0.003
name,0.006
id,0.001
id,0.002
id,0.003
name,0.003
name,0.003
id,0.003
name,0.002
name,0.005
id,0.001
id,0.001
id,0.001
name,0.011
id,0.001
id,0.001
id,0.002
id,0.001
id,0.001
name,0.004
name,0.008
name,0.002
name,0.004
name,0.008
name,0.003
name,0.003
name,0.005
name,0.002
name,0.003
id,0.003
id,0.002
id,0.001
name,0.005
name,0.012
name,0.002
id,0.001
name,0.006
id,0.002
name,0.002
name,0.003
name,0.002
id,0.001
name,0.003
id,0.002
name,0.012
name,0.003
name,0.006
name,0.004
id,0.008
name,0.002
name,0.005
name,0.042
name,0.003
id,0.002
name,0.002
id,0.003
name,0.012
name,0.002
name,0.003
id,0.001
name,0.002
id,0.001
name,0.024
name,0.002
id,0.001
name,0.004
name,0.002
id,0.002
name,0.002
name,0.046
name,0.004
id,0.001
id,0.003
id,0.003
name,0.019
id,0.001
name,0.002
name,0.015
id,0.001
id,0.001
id,0.001
name,0.002
id,0.003
id,0.001
name,0.002
id,0.001
name,0.003
id,0.001
name,0.003
name,0.004
id,0.003
id,0.002
id,0.001
id,0.003
name,0.005
name,0.005
id,0.003
id,0.005
