name,0.024
name,0.004
id,0.001
id,0.075
name,0.003
name,0.037
id,0.003
name,0.131
name,0.002
id,0.023
id,0.04
id,0.072
name,0.002
name,0.018
id,0.04
name,0.047
id,0.012
name,0.003
name,0.02
name,0.055
name,0.204
id,0.001
id,0.001
id,0.45
name,0.003
name,0.005
name,0.002
name,0.175
name,0.363
id,0.003
name,0.028
id,0.29000000000000004
id,0.036000000000000004
id,0.046
id,0.37799999999999995
id,0.015
name,0.003
id,0.001
id,0.17099999999999999
id,0.20900000000000002
name,0.016
name,0.042
name,0.053
name,0.003
name,0.034
id,0.001
name,0.215
id,0.001
name,0.196
name,0.002
id,0.14
id,0.153
id,0.10700000000000001
id,0.020999999999999998
id,0.07700000000000001
id,0.104
name,0.003
name,0.004
id,0.001
id,0.001
name,0.093
id,0.001
name,0.016
name,0.003
id,0.001
name,0.003
name,0.003
id,0.060000000000000005
id,0.047
id,0.16
name,0.065
id,0.001
name,0.002
name,0.262
id,0.001
name,0.147
name,0.112
id,0.116
name,0.002
id,0.07200000000000001
id,0.049
name,0.08
name,0.028
id,0.002
name,0.284
id,0.122
id,0.139
name,0.056
name,0.186
name,0.005
name,0.002
id,0.005
name,0.175
id,0.058
id,0.124
id,0.184
id,0.409
id,0.266
name,0.002
name,0.003
name,0.003
name,0.002
name,0.04
name,0.036
name,0.167
id,0.001
id,0.001
id,0.073
id,0.001
name,0.218
id,0.253
id,0.147
id,0.054
name,0.006
name,0.002
name,0.002
name,0.004
name,0.027
name,0.003
name,0.002
id,0.001
name,0.003
name,0.018
name,0.015
id,0.001
name,0.845
id,0.001
name,0.391
name,0.003
id,0.001
id,0.15500000000000003
id,0.135
id,0.07700000000000001
id,0.085
name,0.234
name,0.003
id,0.056
name,0.007
id,0.101
id,0.021
id,0.092
name,0.004
id,0.14500000000000002
name,0.041
name,0.079
name,0.066
name,0.003
name,0.171
name,0.003
name,0.003
id,0.001
name,0.322
name,0.107
name,0.004
id,0.001
id,0.25
id,0.091
name,0.046
name,0.109
name,0.003
name,0.146
name,0.138
name,0.157
name,0.13
id,0.001
id,0.033
id,0.34
id,0.001
id,0.23600000000000002
name,0.002
id,0.001
name,0.003
id,0.053
name,0.135
name,0.002
id,0.095
name,0.002
id,0.19199999999999998
id,0.341
name,0.024
name,0.003
name,0.208
name,0.042
name,0.548
id,0.001
id,0.166
name,0.043
name,0.066
id,0.069
id,0.11
name,0.003
id,0.162
name,0.007
name,0.003
id,0.038000000000000006
name,0.058
name,0.003
name,0.019
name,0.078
name,0.045
id,0.05
name,0.004
id,0.092
name,0.002
name,0.002
name,0.198
name,0.032
id,0.17200000000000001
id,0.22000000000000003
name,0.004
id,0.001
name,0.006
name,0.098
name,0.006
name,0.034
name,0.472
name,0.068
name,0.136
name,0.074
name,0.005
name,0.005
name,0.006
id,0.182
id,0.028999999999999998
id,0.001
name,0.095
name,0.112
id,0.6340000000000001
id,0.031000000000000003
name,0.062
name,0.059
name,0.093
id,0.019000000000000003
name,0.003
id,0.14200000000000002
id,0.054
id,0.207
name,0.002
name,0.052
name,0.054
id,0.001
name,0.003
name,0.002
id,0.002
name,0.106
name,0.094
id,0.001
name,0.068
id,0.001
id,0.001
name,0.11
name,0.391
name,0.2
id,0.29800000000000004
name,0.166
name,0.002
name,0.039
name,0.005
name,0.002
id,0.001
name,0.213
name,0.031
id,0.079
id,0.456
id,0.089
name,0.002
name,0.058
name,0.083
name,0.003
name,0.116
name,0.503
name,0.086
name,0.015
id,0.099
name,0.01
id,0.136
id,0.52
id,0.001
name,0.008
name,0.003
name,0.04
id,0.001
name,0.004
name,0.043
name,0.003
id,0.003
name,0.003
name,0.005
id,0.060000000000000005
id,0.039
id,0.001
id,0.17900000000000002
id,0.002
id,0.001
id,0.10600000000000001
name,0.003
id,0.126
name,0.035
id,0.42700000000000005
name,0.005
id,0.182
name,0.002
name,0.013
name,0.007
name,0.002
name,0.706
name,0.029
name,0.167
id,0.003
id,0.027
id,0.504
name,0.004
id,0.003
name,0.003
name,0.113
name,0.005
name,0.003
name,0.008
name,0.213
id,0.229
id,0.397
name,0.156
id,0.192
name,0.005
id,0.007
name,0.133
id,0.003
name,0.005
name,0.003
id,0.337
name,0.003
id,0.022
id,0.07100000000000001
name,0.032
id,0.003
name,0.007
name,0.003
name,0.016
name,0.008
name,0.059
name,0.004
name,0.004
id,0.20800000000000002
id,0.111
name,1.754
id,0.273
id,0.020999999999999998
name,0.004
name,0.004
name,0.024
name,0.003
name,0.007
id,0.20400000000000001
id,0.027
id,0.151
name,0.01
name,0.262
id,0.119
id,0.06200000000000001
name,0.006
name,0.107
name,0.068
name,0.03
name,0.013
name,0.003
id,0.013
name,0.066
name,0.005
name,0.003
name,0.003
name,0.017
id,0.012999999999999998
id,0.319
id,0.07700000000000001
id,0.006
name,0.006
id,0.064
name,0.012
name,0.039
name,0.14
name,0.005
id,0.045
id,0.036000000000000004
name,0.083
id,0.074
name,0.011
id,0.15600000000000003
id,0.003
name,0.012
name,0.059
name,0.025
name,0.004
name,0.085
id,0.129
id,0.063
id,0.11900000000000001
id,0.003
id,0.047
id,0.003
name,0.148
name,0.696
name,0.008
name,0.258
id,0.297
name,0.141
name,0.013
name,0.112
name,0.016
name,0.004
name,0.038
name,0.11
name,0.019
id,0.015
name,0.004
id,0.003
name,0.064
name,0.05
name,0.003
name,0.103
name,0.025
name,0.024
name,0.009
name,0.019
name,0.026
name,0.014
name,0.003
name,0.067
name,0.023
id,0.051000000000000004
name,0.004
id,0.034
id,0.003
name,0.036
id,0.129
name,0.194
name,0.083
name,0.143
name,0.125
name,0.239
name,0.005
name,0.003
id,0.34299999999999997
id,0.006
id,0.214
name,0.018
name,0.008
name,0.021
id,0.121
id,0.003
name,0.163
name,0.004
id,0.246
id,0.108
name,0.277
name,0.003
id,0.004
id,0.09
name,0.099
name,0.605
name,0.06
name,0.004
name,0.082
id,0.345
name,0.195
name,0.025
id,0.137
name,0.013
name,0.148
name,0.096
name,0.004
name,0.098
name,0.005
name,0.048
name,0.048
id,0.004
name,0.004
id,0.06799999999999999
name,0.004
name,0.033
id,0.003
id,0.052000000000000005
id,0.004
name,0.009
id,0.07300000000000001
id,0.14100000000000001
id,0.003
name,0.115
name,0.291
id,0.044000000000000004
id,0.021
name,0.005
id,0.07500000000000001
id,0.003
id,0.116
id,0.04800000000000001
name,0.003
name,0.067
name,0.004
name,0.006
name,0.004
name,0.056
id,0.036000000000000004
id,0.004
id,0.031
id,0.016
name,0.018
name,0.03
id,0.004
id,0.013000000000000001
name,0.107
name,0.033
id,0.01
id,0.154
name,5.699
id,0.003
name,0.002
id,0.002
name,0.031
id,0.072
id,0.031
id,0.159
id,0.10700000000000001
id,0.069
id,0.003
id,0.188
id,0.004
name,0.28
id,0.008
name,0.016
name,0.007
id,0.006
id,0.001
name,0.022
id,0.003
id,0.002
name,0.003
id,0.004
name,0.051
name,0.007
name,0.009
name,0.238
name,0.004
name,0.031
id,0.001
id,0.032
id,0.001
name,0.007
id,0.053000000000000005
id,0.056
name,0.003
name,0.003
id,0.10200000000000001
id,0.064
name,0.003
id,0.019000000000000003
id,0.026000000000000002
id,0.003
name,0.081
name,0.003
id,0.088
id,0.116
name,0.222
name,0.088
id,0.001
id,0.041
id,0.28300000000000003
id,0.001
name,0.005
id,0.14400000000000002
id,0.011
id,0.078
id,0.039
