name,0.092
id,0.097
name,0.039
id,0.068
name,0.026
id,0.003
name,0.019
id,0.003
name,0.01
name,0.002
id,0.165
id,0.092
name,0.322
id,0.08200000000000002
name,0.037
name,0.081
name,0.224
name,0.065
name,0.331
id,0.521
id,0.174
id,0.003
id,0.10200000000000001
name,0.002
id,0.504
name,0.002
name,0.003
id,0.33699999999999997
id,0.176
name,0.192
id,0.244
name,0.003
id,0.002
name,1.19
id,0.053000000000000005
name,0.002
id,0.43200000000000005
name,0.46
id,0.218
id,0.147
name,0.101
name,0.02
name,0.002
name,0.035
id,0.27999999999999997
id,0.176
id,0.189
name,0.018
id,0.24499999999999997
id,0.20099999999999998
name,0.087
name,0.002
id,0.002
name,0.026
id,0.16699999999999998
name,0.002
name,0.085
name,0.111
id,0.07400000000000001
name,0.005
id,0.163
id,0.391
id,0.315
name,0.003
name,0.041
id,0.002
id,0.509
id,0.258
name,0.903
name,0.081
id,0.24100000000000002
id,0.5050000000000001
name,0.002
name,0.005
name,0.614
id,0.001
id,0.198
id,0.193
name,0.174
name,0.005
id,0.133
id,0.19100000000000003
name,0.09
id,0.14800000000000002
name,0.143
name,0.041
id,0.002
id,0.11699999999999999
name,0.015
id,0.192
name,0.002
id,0.002
name,0.115
name,0.002
id,0.3450000000000001
id,0.26600000000000007
name,0.241
name,0.002
id,0.256
name,0.161
id,0.44700000000000006
name,0.533
name,0.006
id,0.001
name,0.002
id,0.41100000000000003
id,0.32100000000000006
name,0.526
id,0.291
name,0.002
id,0.46599999999999997
name,0.003
name,0.045
name,0.007
id,0.001
id,0.041
name,0.002
id,0.002
name,0.002
id,0.029
id,0.212
name,1.178
id,0.045
id,0.7749999999999999
name,0.069
id,0.12
name,0.005
id,0.001
name,0.117
id,0.07200000000000001
name,0.062
name,0.108
name,0.214
id,0.388
id,0.35100000000000003
name,0.031
name,0.211
name,0.003
id,0.001
id,0.001
name,0.474
name,0.024
id,0.471
id,0.14200000000000002
id,0.175
id,0.32500000000000007
name,0.75
name,0.002
name,0.005
id,0.001
id,0.002
id,0.12600000000000003
name,0.002
name,0.016
id,0.001
id,0.18000000000000002
name,0.088
name,0.003
name,0.071
name,0.089
name,0.003
id,0.002
id,0.28700000000000003
name,0.002
id,0.001
id,0.391
name,0.026
id,0.001
name,0.393
id,0.5700000000000001
id,0.7310000000000001
id,0.12799999999999997
name,0.032
id,0.002
name,0.125
name,0.003
name,0.002
name,0.003
name,0.002
id,0.001
id,0.001
id,0.156
id,0.35700000000000004
id,0.35900000000000004
name,0.011
id,0.003
name,0.002
id,0.15000000000000002
name,0.002
id,0.001
name,0.002
id,0.002
name,0.002
name,0.018
id,0.001
name,0.017
id,0.003
id,0.135
name,0.036
id,0.016
name,0.002
id,0.065
name,0.037
name,0.003
id,0.001
id,0.004
name,0.003
id,0.14700000000000002
name,0.097
name,0.002
name,0.336
id,0.002
name,0.002
name,0.003
id,0.111
id,0.213
id,0.32299999999999995
name,0.117
name,0.003
id,0.5660000000000001
name,0.874
name,0.292
name,0.521
name,0.003
name,0.207
id,0.003
id,0.873
id,0.49300000000000005
id,1.055
id,0.683
id,0.226
id,0.5940000000000001
name,0.423
name,0.041
name,0.215
id,0.053000000000000005
name,0.002
id,0.001
id,0.231
name,0.003
name,0.425
id,0.001
id,0.298
name,0.085
id,0.042
id,0.13899999999999998
name,0.053
name,0.031
id,0.13699999999999998
id,0.102
name,0.005
id,0.001
name,0.04
name,0.052
id,0.48300000000000004
name,0.408
id,0.18500000000000003
id,0.31100000000000005
name,0.002
name,0.028
name,0.002
id,0.268
id,0.16000000000000003
id,0.289
name,0.306
name,0.306
name,0.151
id,0.154
id,0.15700000000000003
name,0.002
id,0.5180000000000001
id,0.002
name,0.003
id,0.001
name,0.067
id,0.082
name,0.024
id,0.043
name,0.013
