"Fortress","tt0106950"
"Gotham","tt3749900"
"Black Mirror","tt2085059"
"Venom: Let There Be Carnage","tt7097896"
"This Is the End","tt1245492"
"It Chapter Two","tt7349950"
"Aladdin","tt0103639"
"Everybody Loves Raymond","tt0115167"
"Se7en","tt0114369"
"Project Power","tt7550000"
"Notting Hill","tt0125439"
"Batman v Superman: Dawn of Justice","tt2975590"
"Maleficent","tt1587310"
"Grimm","tt1830617"
"Magic Mike XXL","tt2268016"
"Good Night, and Good Luck.","tt0433383"
"The Hobbit: An Unexpected Journey","tt0903624"
"New Year's Eve","tt1598822"
"Iron Man","tt0371746"
"Donnie Darko","tt0246578"
"The Tourist","tt1243957"
"Maqbool","tt0379370"
"The Twilight Saga: New Moon","tt1259571"
"The Silence of the Lambs","tt0102926"
"Modern Times","tt0027977"
"Tangled","tt0398286"
"Anek","tt13919802"
"Joy","tt2446980"
"Fantastic Four","tt0120667"
"X-Men","tt0120903"
"Sesame Street","tt0063951"
"Hugo","tt0970179"
"Edward Scissorhands","tt0099487"
"Don't Worry Darling","tt10731256"
"A Star Is Born","tt1517451"
"Bedtime Stories","tt0960731"
"Little Italy","tt6957966"
"Pathfinder","tt0446013"
"Fight Club","tt0137523"
"Texas Chainsaw","tt1572315"
"The Frighteners","tt0116365"
"Wynonna Earp","tt4878326"
"The Kashmir Files","tt10811166"
"Maze Runner: The Scorch Trials","tt4046784"
"Pirates of the Caribbean: The Curse of the Black Pearl","tt0325980"
"Canadian Bacon","tt0109370"
"Metropolis","tt0017136"
"22 Jump Street","tt2294449"
"Bachelor Party","tt0086927"
"Romeo + Juliet","tt0117509"
"The Island","tt0399201"
"Beowulf","tt0442933"
"Riverdale","tt5420376"
"4.3.2.1.","tt1514041"
"Breaking Bad","tt0903747"
"The Nile Hilton Incident","tt5540188"
"Zima Blue","tt9788510"
"American History X","tt0120586"
"True Detective","tt2356777"
"Aliens","tt0090605"
"Dave","tt0106673"
"Monty Python and the Holy Grail","tt0071853"
"The Crown","tt4786824"
"South Park: Bigger, Longer & Uncut","tt0158983"
"The Hindenburg","tt0073113"
"Four Weddings and a Funeral","tt0109831"
"Jumanji: Welcome to the Jungle","tt2283362"
"Tank Girl","tt0114614"
"Finding Nemo","tt0266543"
"Kill Bill: Vol. 2","tt0378194"
"Brooklyn Nine-Nine","tt2467372"
"JFK","tt0102138"
"Life of Pi","tt0454876"
"Zombieland","tt1156398"
"Howl's Moving Castle","tt0347149"
"The Judge","tt1872194"
"Midnight in the Garden of Good and Evil","tt0119668"
"In China They Eat Dogs","tt0180748"
"Back to the Future Part II","tt0096874"
"The Godfather","tt0068646"
"Coco","tt2380307"
"What/If","tt8860450"
"The Man from Nowhere","tt1527788"
"Wonder","tt2543472"
"Invictus","tt1057500"
"Touching the Void","tt0379557"
"Badlands","tt0069762"
"Multiplicity","tt0117108"
"Etharkkum Thunindhavan","tt10340562"
"All the Best Cowboys Have Daddy Issues","tt0636272"
"Kung Fu Panda","tt0441773"
"Misconduct","tt3658772"
"Kill Bill: Vol. 2","tt0378194"
"Inside Out","tt2096673"
"Space Jam","tt0117705"
"Green Book","tt6966692"
"Beauty and the Beast","tt2316801"
"Solo: A Star Wars Story","tt3778644"
"Devil's Gate","tt4610748"
"Exam","tt1258197"
"Mr. Holmes","tt3168230"
"Pain & Gain","tt1980209"
"Million Dollar Baby","tt0405159"
"Remember Me","tt1403981"
"Miracle on 34th Street","tt0110527"
"The Last of the Starks","tt6027914"
"The Infiltrator","tt1355631"
"Face/Off","tt0119094"
"La Vie En Rose","tt0450188"
"Dragonslayer","tt0082288"
"Knives Out","tt8946378"
"Black Robe","tt0101465"
"Mad Max: Fury Road","tt1392190"
"Freaky Friday","tt0322330"
"The Big Lebowski","tt0118715"
"The Simpsons Movie","tt0462538"
"The Axe Forgets","tt13847622"
"Léon: The Professional","tt0110413"
"This Is the End","tt1245492"
"Persepolis","tt0808417"
"Chappelle's Show","tt0353049"
"Death Note","tt0877057"
"Rogue One: A Star Wars Story","tt3748528"
"The Rugrats Movie","tt0134067"
"The Amazing Spider-Man","tt0948470"
"American History X","tt0120586"
"Black Swan","tt0947798"
"Garden State","tt0333766"
"Men in Black 3","tt1409024"
"D3: The Mighty Ducks","tt0116000"
"Magadheera","tt1447500"
"MacGruber","tt1470023"
"The Big Lebowski","tt0118715"
"The Magnificent Seven","tt2404435"
"Dallas Buyers Club","tt0790636"
"The Bourne Supremacy","tt0372183"
"The Motorcycle Diaries","tt0318462"
"Doom","tt0419706"
"The Alphabet","tt0062653"
"Black Swan","tt0947798"
"Once Upon a Time in Hollywood","tt7131622"
"Big","tt0094737"
"A History of Violence","tt0399146"
"Kingdom of Heaven","tt0320661"
"Khuda Haafiz","tt7363104"
"Curse of the Demon","tt0050766"
"The Kashmir Files","tt10811166"
"Beavis and Butt-Head","tt0105950"
"Pulp Fiction","tt0110912"
"Widows","tt4218572"
"Miami Vice","tt0430357"
"Steven Universe","tt3061046"
"The Lord of the Rings: The Two Towers","tt0167261"
"Jersey Girl","tt0300051"
"28 Days Later","tt0289043"
"Following","tt0154506"
"12 Monkeys","tt0114746"
"Superbad","tt0829482"
"Atypical","tt6315640"
"Toy Story 2","tt0120363"
"Apocalypse Now","tt0078788"
"The Assassination of Jesse James by the Coward Robert Ford","tt0443680"
"Stuart Little 2","tt0243585"
"Jurassic Park III","tt0163025"
"Sliver","tt0108162"
"Vertical Limit","tt0190865"
"Runaway Bride","tt0163187"
"The Incredibles","tt0317705"
"It's Complicated","tt1230414"
"The A-Team","tt0429493"
"Eternal Sunshine of the Spotless Mind","tt0338013"
"The Terminal","tt0362227"
"National Treasure: Book of Secrets","tt0465234"
"Father Stu","tt14439896"
"Dallas Buyers Club","tt0790636"
"Wonder Woman","tt0451279"
"House of 1000 Corpses","tt0251736"
"The Hills Have Eyes","tt0454841"
"Glengarry Glen Ross","tt0104348"
"John Tucker Must Die","tt0455967"
"True Crime","tt0139668"
"Race","tt3499096"
"Collateral","tt0369339"
"Shutter Island","tt1130884"
"Teenage Mutant Ninja Turtles II: The Secret of the Ooze","tt0103060"
"Collateral","tt0369339"
"Captain America: Civil War","tt3498820"
"The Lion King","tt0110357"
"Thelma","tt6304046"
"Hacksaw Ridge","tt2119532"
"Heartland","tt1094229"
"Knives Out","tt8946378"
"Victoria & Abdul","tt5816682"
"Starman","tt0088172"
"Burn After Reading","tt0887883"
"Pirates of the Caribbean: The Curse of the Black Pearl","tt0325980"
"Chilling Adventures of Sabrina","tt7569592"
"Fractured","tt4332232"
"Dragonstone","tt5654088"
"Ford v Ferrari","tt1950186"
"The Truman Show","tt0120382"
"Body Double","tt0086984"
"Mission: Impossible III","tt0317919"
"My Life","tt0107630"
"Lost","tt0411008"
"Casino","tt0112641"
"Seven Samurai","tt0047478"
"Jurassic Park","tt0107290"
"Aladdin","tt6139732"
"Army of the Dead","tt0993840"
"Mr. Brooks","tt0780571"
"Harry Potter and the Half-Blood Prince","tt0417741"
"U Turn","tt0120399"
"The Cable Guy","tt0115798"
"Atonement","tt0783233"
"Happy Together","tt0118845"
"Joker","tt7286456"
"Gone Girl","tt2267998"
"Big Fat Liar","tt0265298"
"Jesus Camp","tt0486358"
"Saw III","tt0489270"
"The Number 23","tt0481369"
"I Am Legend","tt0480249"
"The Last of the Starks","tt6027914"
"I Am Legend","tt0480249"
"Smile","tt15474916"
"My Left Foot","tt0097937"
"The Change-Up","tt1488555"
"Top Gun: Maverick","tt1745960"
"Modern Family","tt1442437"
"The Vicious Kind","tt1183921"
"A Fantastic Woman","tt5639354"
"Borat","tt0443453"
"21","tt0478087"
"Pulp Fiction","tt0110912"
"Dragon Ball Z","tt0214341"
"The Lord of the Rings: The Two Towers","tt0167261"
"The Day of the Jackal","tt0069947"
"Kick-Ass","tt1250777"
"Titanic","tt0120338"
"Heaven Sent","tt4701542"
"Donnie Darko","tt0246578"
"Prince of Persia: The Sands of Time","tt0473075"
"For Life","tt10327830"
"Seinfeld","tt0098904"
"The Dark Knight","tt0468569"
"Blood Diamond","tt0450259"
"Bride Wars","tt0901476"
"The Equalizer","tt0455944"
"Brokeback Mountain","tt0388795"
"ParaNorman","tt1623288"
"Star Trek: Generations","tt0111280"
"Oculus","tt2388715"
"Sunset Blvd.","tt0043014"
"Game of Thrones","tt0944947"
"Revolver","tt0365686"
"The Autopsy of Jane Doe","tt3289956"
"Spider-Man","tt0145487"
"Duel","tt0067023"
"Band of Brothers","tt0185906"
"Hellbound","tt12235718"
"Dead to Me","tt8064302"
"City of God","tt0317248"
"Coming Home","tt3125472"
"The Best of Me","tt1972779"
"22 Jump Street","tt2294449"
"After Earth","tt1815862"
"Seven Samurai","tt0047478"
"Bohemian Rhapsody","tt1727824"
"The Collector","tt0059043"
"Heathers","tt0097493"
"Passengers","tt1355644"
"The Six Thatchers","tt3538760"
"The Skeleton Key","tt0397101"
"Juno","tt0467406"
"S.W.A.T.","tt0257076"
"The Equalizer 2","tt3766354"
"The Darkest Minds","tt4073790"
"The Goonies","tt0089218"
"Memento","tt0209144"
"JL50","tt7441984"
"The New World","tt0402399"
"Priest","tt0822847"
"The Girl in the Spider's Web","tt5177088"
"Jersey","tt5301942"
"Inception","tt1375666"
"The Hobbit: The Desolation of Smaug","tt1170358"
"Chernobyl","tt7366338"
"Catch Me If You Can","tt0264464"
"High Spirits","tt0095304"
"The Day of the Beast","tt0112922"
"The Emperor's New Groove","tt0120917"
"Evil Dead","tt1288558"
"The Business","tt0429715"
"No Country for Old Men","tt0477348"
"Lucy","tt2872732"
"Casino Royale","tt0381061"
"Annie Hall","tt0075686"
"Schindler's List","tt0108052"
"The Perks of Being a Wallflower","tt1659337"
"Ruthless People","tt0091877"
"That's My Boy","tt1232200"
"When They See Us","tt7137906"
"Wrath of Man","tt11083552"
"The Interpreter","tt0373926"
"Life of Brian","tt0079470"
"Bait","tt1438173"
"October Sky","tt0132477"
"Gangs of Wasseypur","tt1954470"
"Rush","tt1979320"
"Wonder Woman","tt0451279"
"Gangs of New York","tt0217505"
"Gattaca","tt0119177"
"The Menu","tt9764362"
"Casino","tt0112641"
"The Fast and the Furious","tt0232500"
"Rango","tt1192628"
"Shrek","tt0126029"
"Hachi: A Dog's Tale","tt1028532"
"Moana","tt3521164"
"Tales from the Hood","tt0114609"
"Die Hard","tt0095016"
"Inside Man","tt0454848"
"The Men Who Stare at Goats","tt1234548"
"Grandma's Boy","tt0456554"
"Army of the Dead","tt0993840"
"Driven","tt5592796"
"Kung Fu Panda","tt0441773"
"Cube","tt0123755"
"Toma","tt8737152"
"The Silencing","tt7149730"
"Snitch","tt0882977"
"The Smurfs","tt0472181"
"Thevar Magan","tt0105575"
"Disclosure","tt0109635"
"Madagascar","tt0351283"
"Silver Linings Playbook","tt1045658"
"Thinkistan","tt9271162"
"The Matrix","tt0133093"
"Psycho","tt0054215"
"Mission: Impossible II","tt0120755"
"Captain America: The Winter Soldier","tt1843866"
"Joe","tt2382396"
"Little Evil","tt2937366"
"Midnight in Paris","tt1605783"
"Captain America: The First Avenger","tt0458339"
"Guardians of the Galaxy Vol. 2","tt3896198"
"Stargate: Atlantis","tt0374455"
"Fright Night","tt0089175"
"A Series of Unfortunate Events","tt0339291"
"Encounters at the End of the World","tt1093824"
"Hellboy","tt0167190"
"A Chorus Line","tt0088915"
"The Gentlemen","tt8367814"
"Case 39","tt0795351"
"Avengers: Infinity War","tt4154756"
"Harry Potter and the Goblet of Fire","tt0330373"
"The West Wing","tt0200276"
"Firefly","tt0303461"
"Good Will Hunting","tt0119217"
"Parasite","tt6751668"
"Liberal Arts","tt1872818"
"Little Fockers","tt0970866"
"Saving Private Ryan","tt0120815"
"G.I. Joe: Retaliation","tt1583421"
"The Menu","tt9764362"
"Rising Sun","tt0107969"
"Victoria","tt4226388"
"The Brand New Testament","tt3792960"
"The Sweetest Thing","tt0253867"
"100 Things","tt8129794"
"Dead Snow 2: Red vs. Dead","tt2832470"
"Dog Soldiers","tt0280609"
"The Number 23","tt0481369"
"The Predator","tt3829266"
"The Lobster","tt3464902"
"Jigsaw","tt3348730"
"V for Vendetta","tt0434409"
"Prisoners","tt1392214"
"Monster House","tt0385880"
"Killing Eve","tt7016936"
"Tiger King","tt11823076"
"Breaking Bad","tt0903747"
"Nick and Norah's Infinite Playlist","tt0981227"
"Avengers: Infinity War","tt4154756"
"Event Horizon","tt0119081"
"Brubaker","tt0080474"
"Love Hostel","tt13364468"
"Sleepy Hollow","tt0162661"
"The Mummy","tt2345759"
"How to Train Your Dragon","tt0892769"
"The Merchant of Venice","tt0379889"
"Downton Abbey","tt1606375"
"Fight Club","tt0137523"
"Death Becomes Her","tt0104070"
"A Christmas Story","tt0085334"
"Grease","tt0077631"
"Southpaw","tt1798684"
"127 Hours","tt1542344"
"Charlie and the Chocolate Factory","tt0367594"
"Shaadi Mein Zaroor Aana","tt7469726"
"Glass Onion","tt11564570"
"Citizen Kane","tt0033467"
"Fargo","tt0116282"
"Invictus","tt1057500"
"Outlaw King","tt6679794"
"Transformers: Age of Extinction","tt2109248"
"Clockers","tt0112688"
"The Sarah Silverman Program.","tt0821375"
"Innerspace","tt0093260"
"Batman Begins","tt0372784"
"Primer","tt0390384"
"Jackie Brown","tt0119396"
"Assault on Precinct 13","tt0074156"
"Chapter Four: Dear Billy","tt11171978"
"Logan Lucky","tt5439796"
"It","tt1396484"
"Hugo","tt0970179"
"A Tale of Two Sisters","tt0365376"
"Toy Story 3","tt0435761"
"Open Season 2","tt1107365"
"Rambo: First Blood Part II","tt0089880"
"The Twilight Saga: New Moon","tt1259571"
"Star Wars: Episode IV - A New Hope","tt0076759"
"Paterson","tt5247022"
"The Devil Wears Prada","tt0458352"
"Monster Hunter","tt6475714"
"The 40-Year-Old Virgin","tt0405422"
"Rocky III","tt0084602"
"Harry Potter and the Deathly Hallows: Part 1","tt0926084"
"Final Fantasy: The Spirits Within","tt0173840"
"Cars 2","tt1216475"
"Friends","tt0108778"
"The Killer Elite","tt0073240"
"Dexter","tt0773262"
"Must Love Dogs","tt0417001"
"Star Wars: Episode V - The Empire Strikes Back","tt0080684"
"I Am Legend","tt0480249"
"The Shining","tt0081505"
"Cassandra's Dream","tt0795493"
"Saving Private Ryan","tt0120815"
"Ready to Wear","tt0110907"
"The Avengers","tt0848228"
"Secret Window","tt0363988"
"How to Train Your Dragon 2","tt1646971"
"Jerry and Marge Go Large","tt8323668"
"A Blonde in Love","tt0059415"
"Howl's Moving Castle","tt0347149"
"The Guilty","tt9421570"
"GoldenEye","tt0113189"
"Raiders of the Lost Ark","tt0082971"
"Point Break","tt0102685"
"A Special Day","tt0076085"
"Shrek Forever After","tt0892791"
"The Lion King","tt0110357"
"Race 3","tt7431594"
"Zabriskie Point","tt0066601"
"First Daughter","tt0361620"
"Breaking the Waves","tt0115751"
"The Babadook","tt2321549"
"E.T. the Extra-Terrestrial","tt0083866"
"Suits","tt1632701"
"Titanic","tt0120338"
"Dredd","tt1343727"
"Orphan Black","tt2234222"
"Logan Lucky","tt5439796"
"Donnie Darko","tt0246578"
"Batman: The Killing Joke","tt4853102"
"Bananas","tt0066808"
"The Impossible Planet","tt0772457"
"Hacksaw Ridge","tt2119532"
"Scent of a Woman","tt0105323"
"The Tudors","tt0758790"
"Savages","tt1615065"
"All About Eve","tt0042192"
"War Horse","tt1568911"
"Ozark","tt5071412"
"The Walking Dead","tt1520211"
"Unbroken","tt1809398"
"Mission: Impossible III","tt0317919"
"Hotel Transylvania 3: Summer Vacation","tt5220122"
"The Fall","tt0460791"
"Miss Congeniality","tt0212346"
"Elena","tt1925421"
"Mr. & Mrs. Smith","tt0356910"
"The Kids Are All Right","tt0842926"
"Iron Man 2","tt1228705"
"Easy A","tt1282140"
"Bridge to Terabithia","tt0398808"
"Sultan","tt4832640"
"Mrs. Harris Goes to Paris","tt5151570"
"Dolemite Is My Name","tt8526872"
"Open Range","tt0316356"
"127 Hours","tt1542344"
"Memento","tt0209144"
"Far Cry 3","tt2321297"
"My Son","tt13234058"
"Batman","tt0096895"
"Taxi","tt4359416"
"My Sassy Girl","tt0293715"
"Prometheus","tt1446714"
"Coherence","tt2866360"
"Doctor","tt11374902"
"Jurassic Park","tt0107290"
"The Midnight Gospel","tt11639414"
"Enter the Dragon","tt0070034"
"Kill Bill: Vol. 2","tt0378194"
"The Breakfast Club","tt0088847"
"Monsters","tt1470827"
"Jobs","tt2357129"
"Dazed and Confused","tt0106677"
"Pulp Fiction","tt0110912"
"The Dark Knight Rises","tt1345836"
"Kramer vs. Kramer","tt0079417"
"Rectify","tt2183404"
"The Day After Tomorrow","tt0319262"
"Home Alone","tt0099785"
"Anchorman 2: The Legend Continues","tt1229340"
"Zombieland: Double Tap","tt1560220"
"Captain America: The Winter Soldier","tt1843866"
"World War Z","tt0816711"
"Killing Them Softly","tt1764234"
"Mimic","tt0119675"
"Die Hard with a Vengeance","tt0112864"
"Battle of the Bastards","tt4283088"
"Emily Owens M.D.","tt2290339"
"Death Proof","tt1028528"
"The 39 Steps","tt0026029"
"Girl with a Pearl Earring","tt0335119"
"Yellowstone","tt4236770"
"Out to Sea","tt0119848"
"Collateral","tt0369339"
"Dexter","tt0773262"
"The Talented Mr. Ripley","tt0134119"
"Ronal the Barbarian","tt1629374"
"Elvira: Mistress of the Dark","tt0095088"
"American Wedding","tt0328828"
"The One I Love","tt2756032"
"The Shallows","tt4052882"
"Wayne's World","tt0105793"
"Episode #1.2","tt5760298"
"The Break-Up","tt0452594"
"Rush Hour 2","tt0266915"
"A Midsummer Night's Dream","tt0140379"
"Operation Mincemeat","tt1879016"
"The Three Burials of Melquiades Estrada","tt0419294"
"The King's Speech","tt1504320"
"Misery","tt0100157"
"Pandorum","tt1188729"
"Spartacus","tt0054331"
"Amadeus","tt0086879"
"Toscana","tt13276352"
"Spider-Man 2","tt0316654"
"The Brass Teapot","tt1935902"
"Fantastic Four: Rise of the Silver Surfer","tt0486576"
"Australia","tt0455824"
"Andaz Apna Apna","tt0109117"
"Top Gun: Maverick","tt1745960"
"The Terminator","tt0088247"
"The Girl with All the Gifts","tt4547056"
"Boy","tt1560139"
"The Act","tt8682948"
"Machete Kills","tt2002718"
"Men in Black II","tt0120912"
"Angel Has Fallen","tt6189022"
"Anatomy Park","tt3333828"
"Batman Begins","tt0372784"
"The Blue Bead","tt0252695"
"I May Destroy You","tt11204260"
"Only Murders in the Building","tt12851524"
"Transformers: Dark of the Moon","tt1399103"
"Little Miss Sunshine","tt0449059"
"American Sniper","tt2179136"
"Gone in 60 Seconds","tt0187078"
"The Hidden Face","tt1772250"
"Moonlight","tt4975722"
"The Man Who Knew Infinity","tt0787524"
"This Is the End","tt1245492"
"Dr. No","tt0055928"
"Shape-Shifters","tt9788502"
"FBI","tt7491982"
"Gangs of London","tt7661390"
"Source Code","tt0945513"
"Hannah and Her Sisters","tt0091167"
"Legion","tt5114356"
"Room","tt3170832"
"Mare of Easttown","tt10155688"
"American Crime Story","tt2788432"
"Ant-Man","tt0478970"
"Down by Law","tt0090967"
"Moon","tt1182345"
"The White Lotus","tt13406094"
"Nameless Gangster: Rules of the Time","tt2082221"
"Top Gun: Maverick","tt1745960"
"Mission: Impossible","tt0117060"
"Inglourious Basterds","tt0361748"
"Big Eyes","tt1126590"
"Let Me In","tt1228987"
"Spanglish","tt0371246"
"Rush Hour","tt0120812"
"Argo","tt1024648"
"Hercules","tt1267297"
"Tokyo Sonata","tt0938341"
"Rejected","tt0234588"
"The Love Punch","tt2234261"
"State of Play","tt0473705"
"Scary Movie","tt0175142"
"Dhoom 3","tt1833673"
"Thor","tt0800369"
"The Woman in the House Across the Street from the Girl in the Window","tt13315324"
"Kingsman: The Secret Service","tt2802144"
"Let Me In","tt1228987"
"A Beautiful Mind","tt0268978"
"Despicable Me","tt1323594"
"Ferris Bueller's Day Off","tt0091042"
"Morning Glory","tt1126618"
"Miss Congeniality","tt0212346"
"Adar","tt11609034"
"Don't Be a Menace to South Central While Drinking Your Juice in the Hood","tt0116126"
"The Exorcist","tt0070047"
"The Distance","tt3853916"
"You Will Meet a Tall Dark Stranger","tt1182350"
"The Inbetweeners","tt1220617"
"Death on the Nile","tt7657566"
"The Legend of Hercules","tt1043726"
"Frost/Nixon","tt0870111"
"The Truman Show","tt0120382"
"My Father the Hero","tt0110612"
"The Music Man","tt0056262"
"Vikings","tt2306299"
"Dumb and Dumber To","tt2096672"
"Rushmore","tt0128445"
"200 Cigarettes","tt0137338"
"Mad Max: Fury Road","tt1392190"
"Step Brothers","tt0838283"
"Mission: Impossible","tt0117060"
"Freaks and Geeks","tt0193676"
"Anatomy of a Scandal","tt12748084"
"Schindler's List","tt0108052"
"Final Fantasy: The Spirits Within","tt0173840"
"Scarface","tt0086250"
"Jurassic Park III","tt0163025"
"Boogie Nights","tt0118749"
"Roma","tt6155172"
"Don't Breathe","tt4160708"
"The Boondock Saints","tt0144117"
"The Chronicles of Narnia: The Voyage of the Dawn Treader","tt0980970"
"The Mummy","tt0120616"
"Green Lantern","tt1133985"
"The Fall","tt0460791"
"Little Horror Movie","tt3692082"
"BlacKkKlansman","tt7349662"
"Succession","tt7660850"
"Shutter Island","tt1130884"
"Little Miss Sunshine","tt0449059"
"Blackthorn","tt1629705"
"The Royal Tenenbaums","tt0265666"
"Captain America: The Winter Soldier","tt1843866"
"Holiday Inn","tt0034862"
"Why Him?","tt4501244"
"The Grudge","tt0391198"
"Coco","tt2380307"
"Taken","tt0289830"
"The Croods","tt0481499"
"This Is Us","tt5555260"
"Spider-Man: No Way Home","tt10872600"
"We're the Millers","tt1723121"
"Doctor Strange","tt1211837"
"The Gunman","tt2515034"
"All Quiet on the Western Front","tt1016150"
"The X-Files","tt0106179"
"The Incredibles","tt0317705"
"Paris, je t'aime","tt0401711"
"Joker","tt7286456"
"Once Were Warriors","tt0110729"
"Dawn of the Planet of the Apes","tt2103281"
"Before Sunset","tt0381681"
"Honey Boy","tt8151874"
"Cool World","tt0104009"
"X2: X-Men United","tt0290334"
"Everything You Always Wanted to Know About Sex * But Were Afraid to Ask","tt0068555"
"M3GAN","tt8760708"
"Black Summer","tt8923854"
"Lone Survivor","tt1091191"
"Batman: Gotham Knight","tt1117563"
"Harry Potter 20th Anniversary: Return to Hogwarts","tt16116174"
"King Arthur: Legend of the Sword","tt1972591"
"Kiss Tomorrow Goodbye","tt7320860"
"Fracture","tt0488120"
"Meet the Fockers","tt0290002"
"Born to Race","tt1781781"
"Fargo","tt0116282"
"Captain Marvel","tt4154664"
"Ultimate Spider-Man","tt1722512"
"Aniara","tt7589524"
"Pretty Little Liars: Original Sin","tt13075042"
"The Skeleton Twins","tt1571249"
"Mad Max: Fury Road","tt1392190"
"The Lord of the Rings: The Two Towers","tt0167261"
"The Dark Knight","tt0468569"
"Carnival Row","tt0489974"
"The Hangover","tt1119646"
"Stolen","tt1656186"
"Mother!","tt5109784"
"Big Fish","tt0319061"
"Into the Wild","tt0758758"
"Live Flesh","tt0118819"
"Notes on a Scandal","tt0465551"
"Alcatraz","tt1728102"
"Monsters University","tt1453405"
"Catch Me If You Can","tt0264464"
"The Big Sick","tt5462602"
"King Arthur: Legend of the Sword","tt1972591"
"The Da Vinci Code","tt0382625"
"Charlie Wilson's War","tt0472062"
"Love & Other Drugs","tt0758752"
"The Haunting of Hill House","tt6763664"
"Dreamcatcher","tt0285531"
"PEN15","tt8324422"
"Gladiator","tt0172495"
"Asterix and Obelix vs. Caesar","tt0133385"
"The Great Wall","tt2034800"
"Pulp Fiction","tt0110912"
"Goodfellas","tt0099685"
"The Bourne Legacy","tt1194173"
"The Devil Wears Prada","tt0458352"
"The Man Who Loved Women","tt0076155"
"The Bear","tt14452776"
"Arn: The Knight Templar","tt0837106"
"The Riddle of the Sphinx","tt6243300"
"Godzilla","tt0831387"
"Analyze This","tt0122933"
"The Hangover Part III","tt1951261"
"Inception","tt1375666"
"You Me Her","tt5179408"
"Gone with the Wind","tt0031381"
"Paranormal Activity 2","tt1536044"
"Pirates of the Caribbean: At World's End","tt0449088"
"Back to the Future","tt0088763"
"Star-Crossed","tt2657262"
"Rounders","tt0128442"
"Midsommar","tt8772262"
"Batman","tt0096895"
"Guess Who's Coming to Dinner","tt0061735"
"Big Fan","tt1228953"
"The Post","tt6294822"
"Hocus Pocus 2","tt11909878"
"Baaria","tt1081935"
"Big Hero 6","tt2245084"
"Captain America: The Winter Soldier","tt1843866"
"Tamasha","tt3148502"
"Atlantis","tt2705602"
"Meadowlands","tt0705263"
"A Clockwork Orange","tt0066921"
"Soul","tt2948372"
"Black Mirror","tt2085059"
"Zodiac","tt0443706"
"An Education","tt1174732"
"Forrest Gump","tt0109830"
"The Flash","tt3107288"
"Andhadhun","tt8108198"
"Split","tt4972582"
"The Jinx: The Life and Deaths of Robert Durst","tt4299972"
"30 Rock","tt0496424"
"Grown Ups","tt1375670"
"Nurse","tt1913166"
"Hero","tt0299977"
"2012","tt1190080"
"Whiplash","tt2582802"
"49th Parallel","tt0033627"
"Everything You Always Wanted to Know About Sex * But Were Afraid to Ask","tt0068555"
"22 Jump Street","tt2294449"
"Divergent","tt1840309"
"Livid","tt1727516"
"The Ripper","tt13492374"
"Ant-Man","tt0478970"
"The Others","tt0230600"
"The Hangover Part II","tt1411697"
"Get Over It","tt0192071"
"Apocalypse Now","tt0078788"
"Awakenings","tt0099077"
"Independence Day","tt0116629"
"Annie Hall","tt0075686"
"RoboCop 3","tt0107978"
"Argo","tt1024648"
"Vertigo","tt0052357"
"Belle Epoque","tt0103791"
"Scary Movie V","tt0795461"
"The Irishman","tt1302006"
"Who Goes There","tt2790174"
"Pieces","tt0082748"
"Penguins of Madagascar","tt1911658"
"Brazil","tt0088846"
"Looper","tt1276104"
"Kung Fu Panda 2","tt1302011"
"Detachment","tt1683526"
"Fast & Furious Presents: Hobbs & Shaw","tt6806448"
"Animal Kingdom","tt1313092"
"Birdman or (The Unexpected Virtue of Ignorance)","tt2562232"
"Heart and Souls","tt0107091"
"American Wedding","tt0328828"
"Elf","tt0319343"
"John Rabe","tt1124377"
"Booksmart","tt1489887"
"Predestination","tt2397535"
"Bonnie and Clyde","tt0061418"
"Crimson Tide","tt0112740"
"A Man Called Otto","tt7405458"
"Red Corner","tt0119994"
"The Fifth Element","tt0119116"
"The Matrix","tt0133093"
"Final Destination","tt0195714"
"Au hasard Balthazar","tt0060138"
"There's Something About Mary","tt0129387"
"The Avengers","tt0848228"
"Tere Bin Laden","tt1629391"
"Gravity","tt1454468"
"Bumblebee","tt4701182"
"The Good, the Bad and the Ugly","tt0060196"
"Superbad","tt0829482"
"Ocean's Thirteen","tt0496806"
"Madame","tt6045466"
"Beyond the Wall","tt5775864"
"Avengers: Age of Ultron","tt2395427"
"King Kong","tt0360717"
"Passengers","tt1355644"
"Picnic at Hanging Rock","tt0073540"
"E.T. the Extra-Terrestrial","tt0083866"
"Riddick","tt1411250"
"The New World","tt0402399"
"Big Eyes","tt1126590"
"From Dusk Till Dawn","tt0116367"
"The Prestige","tt0482571"
"XXY","tt0995829"
"The Lord of the Rings: The Return of the King","tt0167260"
"Justified","tt1489428"
"Naked Gun 33 1/3: The Final Insult","tt0110622"
"Batman","tt0096895"
"The Hangover Part II","tt1411697"
"It Chapter Two","tt7349950"
"City of Angels","tt0120632"
"The Sandman","tt1751634"
"Skins","tt0840196"
"House of Cards","tt1856010"
"Six Degrees of Separation","tt0108149"
"The Wolf of Wall Street","tt0993846"
"Babette's Feast","tt0092603"
"Point Break","tt0102685"
"The Swimmer","tt0063663"
"Quantum of Solace","tt0830515"
"MacGyver","tt1399045"
"A Star Is Born","tt1517451"
"Planet Earth II","tt5491994"
"Dark","tt5753856"
"Bad Boys","tt0112442"
"Osmosis Jones","tt0181739"
